FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,TBservice,NCDService,diagnostic,bloodtyping,transfusion,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
11342,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,Yes,167845,Hospital,Public,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,Yes, ,Yes,Yes,.545454545454545,0,9,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No, ,Yes,44,21,0,858,858
11343,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,No,No,Yes,No,No,Yes,No,No,No, ,No,No,No,Yes,No,No,No,No,Yes,Yes, ,No,No,No,No,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , ,No, ,1,0, , 
11344,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public, ,Yes,Yes,No,Yes,Yes,Yes,No,No, ,No,No,No,Yes,No,No,No,No, ,No, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,2,0, , 
11345,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public, ,No,No,No,Yes,No,Yes,No,No, ,No,No,No,Yes,No,No,No,No, ,No, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, , ,No, ,3,0, , 
11346,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11347,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,No,Yes,Yes,No,Yes,No,Yes,No,No, ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, , ,No, ,4,0, , 
11348,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11349,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,Yes,167845,Hospital,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,Yes,No,.363636363636364,0,7,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,31,20,0,290,290
11350,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No, ,No, ,1,0, , 
11351,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No, ,No, ,2,0, , 
11352,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No, ,No, ,1,0, , 
11353,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No, ,No, ,1,0, , 
11354,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No, ,No, ,1,0, , 
11355,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public, ,Yes,No,No,No,Yes,No,No,No, ,No,No,No,Yes,No,No,No,Yes,Yes,No, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes, , ,No, ,4,0, , 
11356,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,Yes,167845,Hospital,Public,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes, , , , ,No,No,Yes, ,Yes,No,.363636363636364,0,8,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No, ,Yes,25,16,0,282,282
11357,A,Sylhet,District Hospital (DH),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes, ,Yes,Yes,.454545454545455,4,97,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,226,122,0,2109,2109
11358,A,Sylhet,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Rural,No,76929,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No, ,1,0, , 
11359,A,Sylhet,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,Yes,76929,Health Center/post,Public,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,No,No,Yes,Yes,Yes, ,Yes, ,.545454545454545,0,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,0,6,0,55,55
11360,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes, ,No,No,No,Yes,No,Yes,Yes,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,No,0,1,0, , 
11361,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes,.181818181818182,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No, ,No, ,2,0, , 
11362,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,3,0, , 
11363,A,Sylhet,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11364,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11365,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,1307791,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes, ,Yes,Yes,.363636363636364,6,8,0,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,20,29,11,157,157
11366,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11367,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,No,Yes,No,No,No,No,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,Yes,No,No,No, ,0,0,0,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,2,0, , 
11368,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,No,No,Yes,No,No,No,Yes,No,No, ,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,3,0, , 
11369,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,167845,Hospital,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,Yes,No,No, ,Yes,Yes,.363636363636364,0,11,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,Yes,31,23,0,147,147
11370,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,331503,Health Center/post,Public,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,0,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No, ,No, ,1,0, , 
11371,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,No,No,Yes,No,No,No,Yes,No,No, ,Yes,No,No,No,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No, , ,No, ,3,0, , 
11372,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,No,No,No,No,No,No,No,No,No, ,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,1,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No, , ,No, ,2,0, , 
11373,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,2,0, , 
11374,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,3,0, , 
11375,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,167845,Hospital,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,Yes,Yes, ,Yes,Yes,.818181818181818,0,16,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,50,59,0,674,674
11376,A,Sylhet,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Rural,No,76929,Health Center/post,Public,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,2,0, , 
11377,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,331503,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,3,0, , 
11378,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11379,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,2,0, , 
11380,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,2,0, , 
11381,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,3,0, , 
11382,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.0909090909090909,0,0,0,0,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,9,0, , 
11383,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,Yes,Yes,No,No,.636363636363636,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,0,1,0, , 
11384,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, , ,No, ,3,0, , 
11385,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,167845,Hospital,Public,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes, ,.454545454545455,0,10,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No, ,No, ,28,0, , 
11386,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No, ,No, ,7,0, , 
11387,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,No,No,No,Yes, ,No, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,3,0, , 
11388,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,331503,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No, , , , ,No,No,No,Yes,No,No,.181818181818182,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No,0,3,0, , 
11389,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No,0,2,0, , 
11390,A,Sylhet,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,324397,Health Center/post,Public,No,No,No,No,Yes,No,Yes,No,No, ,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,1,0, , 
11391,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,No,No,No,No,No,Yes,Yes,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, , ,No, ,2,0, , 
11392,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,Yes,167845,Hospital,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,Yes, ,Yes,Yes,.454545454545455,0,7,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,40,39,0,572,572
11393,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,331503,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,No,No,No,No,Yes,No,No,No,.727272727272727,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No, ,1,0, , 
11394,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,Yes,Yes,No,No,.363636363636364,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No,0,1,0, , 
11395,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, , ,No, ,3,0, , 
11396,A,Sylhet,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,Yes,167845,Hospital,Public,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes, ,Yes,No,No,No,Yes, ,Yes,Yes,.272727272727273,0,11,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,26,30,0,577,577
11397,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,No, ,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, , ,No, ,3,0, , 
11398,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,331503,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.181818181818182,0,0,1,0,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,1,0, , 
11399,A,Sylhet,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,441059,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,4,0, , 
11400,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No, ,No, ,3,0, , 
11401,A,Sylhet,District Hospital (DH),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,Yes, ,Yes,Yes,.454545454545455,1,77,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,100,118,0,252,252
11402,A,Sylhet,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes, , ,No,No,Yes,No,No,Yes,No,No,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,No,998,2,0, , 
11403,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,331503,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No, , ,No, ,2,0, , 
11404,A,Sylhet,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,331503,Health Center/post,Public,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.0909090909090909,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No, ,2,0, , 
11405,A,Sylhet,Community Clinic,Government/Public (MOHFW),Rural,No,1934535,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,No,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, , ,No, ,3,0, , 
11406,A,Sylhet,NGO Clinic (other than Smiling Sun Clinics),Local Government,Urban,Yes,410287,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,.818181818181818,0,0,0,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No, ,7,0, , 
11407,A,Sylhet,NGO Clinic (other than Smiling Sun Clinics),Local Government,Urban,No,410287,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes,No,Yes,Yes,.909090909090909,0,0,0,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No, ,8,0, , 
11408,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Urban,Yes, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11409,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11410,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11411,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11412,A,Sylhet,Privtate Hospital (with >20 beds),Private for Profit,Rural,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
