FACIL,REC$TYPE,DEPART,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
953,A,Nord-Ouest,7,Private for profit,Urban,No,1245054,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,Yes,.272727272727273,1,4,3,3,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No, ,11,0, , 
954,A,Nord-Ouest,7,Private for profit,Urban,No,1245054,Health Center/post,Private/NGO,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes, ,0,1,0,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No, ,No, ,No, , ,No, ,1,0, , 
955,A,Nord-Ouest,7,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,Yes,No,.454545454545455,2,3,0,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No, ,Yes,No,No,No, ,No,1,11,0, , 
957,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,No,No,No,No,.727272727272727,1,2,0,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No, ,11,0, , 
958,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,Yes,Yes,No, ,No,No, ,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No, ,No, ,No, , ,No, ,9,0, , 
959,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,No,Yes,No, ,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.272727272727273,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No, ,11,0, , 
960,A,Nord-Ouest,7,Government/public,Urban,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No, ,No, ,6,0, , 
961,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No, ,6,0, , 
962,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,Yes,Yes,No, ,No,No, ,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No, ,No, ,No, , ,No, ,6,0, , 
965,A,Nord-Ouest,5,Private for profit,Rural,Yes,996044,Health Center/post,Private/NGO,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,No,Yes,.363636363636364,2,3,3,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No, ,No,No, ,Yes,30,10,0,20,20
966,A,Nord-Ouest,Health post,4,Rural,No,996044,Hospital,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,No,.545454545454545,1,21,3,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,Yes,20,35,1,93,93
967,A,Nord-Ouest,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,2,5,0, , 
968,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.636363636363636,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,7,0, , 
969,A,Nord-Ouest,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.636363636363636,0,3,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No, ,No,2,11,0, , 
970,A,Nord-Ouest,5,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No,No,No, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,Yes,No, ,0,2,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,3,8,0, , 
971,A,Nord-Ouest,6,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.636363636363636,1,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,3,3,1, , 
972,A,Nord-Ouest,7,4,Rural,Yes,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,Yes,Yes, ,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No, ,0,1,1,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No, ,Yes,Yes,No,No, ,No,1,7,0, , 
973,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.0909090909090909,0,2,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No, ,No, ,9,0, , 
974,A,Nord-Ouest,Health hut,Government/public,Rural,Yes,1017697,Hospital,Public,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,Yes, ,.454545454545455,8,19,4,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,Yes,Yes,Yes,20,45,0,4791,4791
975,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,No,Yes,No, ,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.272727272727273,0,2,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No, ,No, ,10,0, , 
976,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,No,Yes,Yes,No, , , , ,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes, , ,No, ,4,0, , 
977,A,Nord-Ouest,5,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,Yes, ,Yes,Yes,.545454545454545,1,12,2,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,40,0,4,4
979,A,Nord-Ouest,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No, ,No,.454545454545455,0,2,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,3,0, , 
980,A,Nord-Ouest,5,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,Yes, ,Yes,No,.818181818181818,3,19,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20,40,2,756,756
981,A,Nord-Ouest,5,Private for profit,Urban,No,1245054,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,No, ,No,No, ,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No, ,2,3,0,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No, ,No, , ,Yes,5,6,2,32,32
982,A,Nord-Ouest,5,Private for profit,Urban,No,1245054,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,No,.909090909090909,1,8,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,Yes,Yes,Yes,16,12,0,45,45
983,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,No,Yes,No,No, , , ,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,Yes,Yes, ,0,4,0,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, , ,No,1,11,0, , 
984,A,Nord-Ouest,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,1,2,0, , 
985,A,Nord-Ouest,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,No,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No, ,No,2,1,0, , 
986,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,No,No,.454545454545455,0,2,0,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No, ,Yes,2,3,0,6,6
987,A,Nord-Ouest,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.545454545454545,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No,1,5,0, , 
988,A,Nord-Ouest,5,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,Yes,No, ,Yes,No,.636363636363636,1,3,1,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,Yes,5,12,0,10,10
992,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,No,Yes,No, ,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,No,.636363636363636,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,1,9,0, , 
993,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes, ,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,Yes,No,No,No,No,No,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,6,0, , 
994,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,Yes,Yes,Yes, ,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.181818181818182,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No, ,9,0, , 
995,A,Nord-Ouest,5,Government/public,Urban,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,No,Yes,No,No,No,Yes, ,Yes,Yes,.727272727272727,2,8,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5,37,0,20,20
996,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,Yes,No,No,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.454545454545455,0,1,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No, ,6,0, , 
997,A,Nord-Ouest,5,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,Yes, ,Yes,Yes, ,1,6,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,Yes,Yes,Yes,6,16,0,5,5
998,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes, ,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.454545454545455,0,2,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No,No, ,No, ,4,0, , 
999,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No, , , ,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,Yes,Yes,Yes,Yes, ,1,9,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No, , ,No,8,19,0, , 
1000,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,Yes,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No,No, ,No, ,4,0, , 
1001,A,Nord-Ouest,5,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.727272727272727,1,10,1,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,Yes,11,20,0,23,23
1002,A,Nord-Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.636363636363636,1,3,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,9,0,0,0
1003,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,Yes,Yes,Yes, ,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No, ,No, ,4,0, , 
1004,A,Nord-Ouest,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,Yes,Yes,No, ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,Yes,Yes,Yes,No,.727272727272727,0,4,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3,11,0, , 
1005,A,Nord-Ouest,7,Government/public,Rural,Yes,1017697,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No, ,No, ,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes, ,0,5,1,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,Yes,Yes,No, ,8,0, , 
1006,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,No,Yes,.545454545454545,0,3,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No, ,No,1,5,0, , 
1007,A,Nord-Ouest,6,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,Yes,Yes,Yes,No, , , , ,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No, , ,No, ,2,0, , 
1008,A,Nord-Ouest,5,Government/public,Urban,No,996044,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes, ,No, ,.727272727272727,1,1,0,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,19,9,0,60,60
1009,A,Nord-Ouest,7,4,Rural,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1010,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,Yes,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,3,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,21,0, , 
1011,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,No, ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No, ,0,2,0,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes, , ,No, ,18,0, , 
1013,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,No,Yes,Yes,Yes,Yes, ,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,No, ,0,4,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No, ,4,0, , 
1014,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,No,No,No,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,6,0, , 
1015,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.545454545454545,0,2,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,8,0, , 
1016,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,No,No,Yes,No,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,3,0,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,4,0, , 
1017,A,Nord-Ouest,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No,No, , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,No,Yes,No,No, ,2,1,1,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No, , ,No,1,7,2, , 
1018,A,Nord-Ouest,7,Government/public,Rural,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1019,A,Nord-Ouest,7,Government/public,Rural,No,1017697,Health Center/post,Public,No,Yes,No,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No,1,3,0, , 
